ID,Nombre,Tipo,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,Altura,Peso,Experiencia Base,URL imagen
192,sunflora,['grass'],75,75,55,105,85,30,8,85,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png
193,yanma,"['bug', 'flying']",65,65,45,75,45,95,12,380,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png
194,wooper,"['water', 'ground']",55,45,45,25,25,15,4,85,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png
195,quagsire,"['water', 'ground']",95,85,85,65,65,35,14,750,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png
196,espeon,['psychic'],65,65,60,130,95,110,9,265,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
197,umbreon,['dark'],95,65,110,60,130,65,10,270,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png
198,murkrow,"['dark', 'flying']",60,85,42,85,42,91,5,21,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png
199,slowking,"['water', 'psychic']",95,75,80,100,110,30,20,795,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png
200,misdreavus,['ghost'],60,60,60,85,85,85,7,10,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png
201,unown,['psychic'],48,72,48,72,48,48,5,50,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png
202,wobbuffet,['psychic'],190,33,58,33,58,33,13,285,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png
203,girafarig,"['normal', 'psychic']",70,80,65,90,65,85,15,415,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
204,pineco,['bug'],50,65,90,35,35,15,6,72,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png
205,forretress,"['bug', 'steel']",75,90,140,60,60,40,12,1258,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
206,dunsparce,['normal'],100,70,70,65,65,45,15,140,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
207,gligar,"['ground', 'flying']",65,75,105,35,65,85,11,648,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
208,steelix,"['steel', 'ground']",75,85,200,55,65,30,92,4000,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png
209,snubbull,['fairy'],60,80,50,40,40,30,6,78,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png
210,granbull,['fairy'],90,120,75,60,60,45,14,487,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
211,qwilfish,"['water', 'poison']",65,95,85,55,55,85,5,39,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png
212,scizor,"['bug', 'steel']",70,130,100,55,80,65,18,1180,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png
213,shuckle,"['bug', 'rock']",20,10,230,10,230,5,6,205,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png
214,heracross,"['bug', 'fighting']",80,125,75,40,95,85,15,540,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
215,sneasel,"['dark', 'ice']",55,95,55,35,75,115,9,280,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png
216,teddiursa,['normal'],60,80,50,50,50,40,6,88,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png
217,ursaring,['normal'],90,130,75,75,75,55,18,1258,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png
218,slugma,['fire'],40,40,40,70,40,20,7,350,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png
219,magcargo,"['fire', 'rock']",60,50,120,90,80,30,8,550,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
220,swinub,"['ice', 'ground']",50,50,40,30,30,50,4,65,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png
221,piloswine,"['ice', 'ground']",100,100,80,60,60,50,11,558,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
222,corsola,"['water', 'rock']",65,55,95,65,95,35,6,50,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
223,remoraid,['water'],35,65,35,65,35,65,6,120,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
224,octillery,['water'],75,105,75,105,75,45,9,285,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
225,delibird,"['ice', 'flying']",45,55,45,65,45,75,9,160,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
226,mantine,"['water', 'flying']",85,40,70,80,140,70,21,2200,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
227,skarmory,"['steel', 'flying']",65,80,140,40,70,70,17,505,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
228,houndour,"['dark', 'fire']",45,60,30,80,50,65,6,108,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
229,houndoom,"['dark', 'fire']",75,90,50,110,80,95,14,350,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
230,kingdra,"['water', 'dragon']",75,95,95,95,95,85,18,1520,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
231,phanpy,['ground'],90,60,60,40,40,40,5,335,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
232,donphan,['ground'],90,120,120,60,60,50,11,1200,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
233,porygon2,['normal'],85,80,90,105,95,60,6,325,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
234,stantler,['normal'],73,95,62,85,65,85,14,712,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
235,smeargle,['normal'],55,20,35,20,45,75,12,580,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
236,tyrogue,['fighting'],35,35,35,35,35,35,7,210,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
237,hitmontop,['fighting'],50,95,95,35,110,70,14,480,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
238,smoochum,"['ice', 'psychic']",45,30,15,85,65,65,4,60,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
239,elekid,['electric'],45,63,37,65,55,95,6,235,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
240,magby,['fire'],45,75,37,70,55,83,7,214,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
241,miltank,['normal'],95,80,105,40,70,100,12,755,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
242,blissey,['normal'],255,10,10,75,135,55,15,468,635,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
243,raikou,['electric'],90,85,75,115,100,115,19,1780,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
244,entei,['fire'],115,115,85,90,75,100,21,1980,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
245,suicune,['water'],100,75,115,90,115,85,20,1870,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
246,larvitar,"['rock', 'ground']",50,64,50,45,50,41,6,720,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
247,pupitar,"['rock', 'ground']",70,84,70,65,70,51,12,1520,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
248,tyranitar,"['rock', 'dark']",100,134,110,95,100,61,20,2020,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
249,lugia,"['psychic', 'flying']",106,90,130,90,154,110,52,2160,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
250,ho-oh,"['fire', 'flying']",106,130,90,110,154,90,38,1990,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
251,celebi,"['psychic', 'grass']",100,100,100,100,100,100,6,50,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
252,treecko,['grass'],40,45,35,65,55,70,5,50,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
253,grovyle,['grass'],50,65,45,85,65,95,9,216,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
254,sceptile,['grass'],70,85,65,105,85,120,17,522,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
255,torchic,['fire'],45,60,40,70,50,45,4,25,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
256,combusken,"['fire', 'fighting']",60,85,60,85,60,55,9,195,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
257,blaziken,"['fire', 'fighting']",80,120,70,110,70,80,19,520,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
258,mudkip,['water'],50,70,50,50,50,40,4,76,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
259,marshtomp,"['water', 'ground']",70,85,70,60,70,50,7,280,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
260,swampert,"['water', 'ground']",100,110,90,85,90,60,15,819,268,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
261,poochyena,['dark'],35,55,35,30,30,35,5,136,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
262,mightyena,['dark'],70,90,70,60,60,70,10,370,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
263,zigzagoon,['normal'],38,30,41,30,41,60,4,175,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
264,linoone,['normal'],78,70,61,50,61,100,5,325,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
265,wurmple,['bug'],45,45,35,20,30,20,3,36,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
266,silcoon,['bug'],50,35,55,25,25,15,6,100,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
267,beautifly,"['bug', 'flying']",60,70,50,100,50,65,10,284,178,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
268,cascoon,['bug'],50,35,55,25,25,15,7,115,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
269,dustox,"['bug', 'poison']",60,50,70,50,90,65,12,316,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
270,lotad,"['water', 'grass']",40,30,30,40,50,30,5,26,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
271,lombre,"['water', 'grass']",60,50,50,60,70,50,12,325,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
272,ludicolo,"['water', 'grass']",80,70,70,90,100,70,15,550,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
273,seedot,['grass'],40,40,50,30,30,30,5,40,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
274,nuzleaf,"['grass', 'dark']",70,70,40,60,40,60,10,280,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
275,shiftry,"['grass', 'dark']",90,100,60,90,60,80,13,596,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
276,taillow,"['normal', 'flying']",40,55,30,30,30,85,3,23,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
277,swellow,"['normal', 'flying']",60,85,60,75,50,125,7,198,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
278,wingull,"['water', 'flying']",40,30,30,55,30,85,6,95,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
279,pelipper,"['water', 'flying']",60,50,100,95,70,65,12,280,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
280,ralts,"['psychic', 'fairy']",28,25,25,45,35,40,4,66,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
281,kirlia,"['psychic', 'fairy']",38,35,35,65,55,50,8,202,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
282,gardevoir,"['psychic', 'fairy']",68,65,65,125,115,80,16,484,259,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
283,surskit,"['bug', 'water']",40,30,32,50,52,65,5,17,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
284,masquerain,"['bug', 'flying']",70,60,62,100,82,80,8,36,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
285,shroomish,['grass'],60,40,60,40,60,35,4,45,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
286,breloom,"['grass', 'fighting']",60,130,80,60,60,70,12,392,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
287,slakoth,['normal'],60,60,60,35,35,30,8,240,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
288,vigoroth,['normal'],80,80,80,55,55,90,14,465,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
289,slaking,['normal'],150,160,100,95,65,100,20,1305,252,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
290,nincada,"['bug', 'ground']",31,45,90,30,30,40,5,55,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
291,ninjask,"['bug', 'flying']",61,90,45,50,50,160,8,120,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
292,shedinja,"['bug', 'ghost']",1,90,45,30,30,40,8,12,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
293,whismur,['normal'],64,51,23,51,23,28,6,163,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
294,loudred,['normal'],84,71,43,71,43,48,10,405,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
295,exploud,['normal'],104,91,63,91,73,68,15,840,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
296,makuhita,['fighting'],72,60,30,20,30,25,10,864,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
297,hariyama,['fighting'],144,120,60,40,60,50,23,2538,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
298,azurill,"['normal', 'fairy']",50,20,40,20,40,20,2,20,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
299,nosepass,['rock'],30,45,135,45,90,30,10,970,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png
300,skitty,['normal'],50,45,45,35,35,50,6,110,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png
301,delcatty,['normal'],70,65,65,55,55,90,11,326,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
302,sableye,"['dark', 'ghost']",50,75,75,65,65,50,5,110,133,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png
303,mawile,"['steel', 'fairy']",50,85,85,55,55,50,6,115,133,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
304,aron,"['steel', 'rock']",50,70,100,40,40,30,4,600,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png
305,lairon,"['steel', 'rock']",60,90,140,50,50,40,9,1200,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
306,aggron,"['steel', 'rock']",70,110,180,60,60,50,21,3600,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png
307,meditite,"['fighting', 'psychic']",30,40,55,40,55,60,6,112,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
308,medicham,"['fighting', 'psychic']",60,60,75,60,75,80,13,315,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
309,electrike,['electric'],40,45,40,65,40,65,6,152,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
310,manectric,['electric'],70,75,60,105,60,105,15,402,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
311,plusle,['electric'],60,50,40,85,75,95,4,42,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png
312,minun,['electric'],60,40,50,75,85,95,4,42,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png
313,volbeat,['bug'],65,73,75,47,85,85,7,177,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png
314,illumise,['bug'],65,47,75,73,85,85,6,177,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png
315,roselia,"['grass', 'poison']",50,60,45,100,80,65,3,20,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png
316,gulpin,['poison'],70,43,53,43,53,40,4,103,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
317,swalot,['poison'],100,73,83,73,83,55,17,800,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png
318,carvanha,"['water', 'dark']",45,90,20,65,20,65,8,208,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png
319,sharpedo,"['water', 'dark']",70,120,40,95,40,95,18,888,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png
320,wailmer,['water'],130,70,35,70,35,60,20,1300,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png
321,wailord,['water'],170,90,45,90,45,60,145,3980,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png
322,numel,"['fire', 'ground']",60,60,40,65,45,35,7,240,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png
323,camerupt,"['fire', 'ground']",70,100,70,105,75,40,19,2200,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png
324,torkoal,['fire'],70,85,140,85,70,20,5,804,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png
325,spoink,['psychic'],60,25,35,70,80,60,7,306,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png
326,grumpig,['psychic'],80,45,65,90,110,80,9,715,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png
327,spinda,['normal'],60,60,60,60,60,60,11,50,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png
328,trapinch,['ground'],45,100,45,45,45,10,7,150,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png
